ID,Is_Product_Details_viewed,Session_Activity_Count,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Cart_Viewed,No_Checkout_Confirmed,No_Checkout_Initiated,No_Cart_Items_Viewed,No_Customer_Login,No_Page_Viewed,Customer_Segment_Type,Cart_Abandoned,Checkout_Conversion_Rate,Browsing_Intensity
Session_ID_2262,0,17,5.0,0,1.0,1,1,0,1,1,1,1,0.5,0.05555555555555555
Session_ID_2263,0,18,2.0,0,1.0,0,0,1,0,12,0,1,0.0,0.631578947368421
Session_ID_2264,1,26,21.0,0,1.0,0,0,2,0,2,1,1,0.0,0.07407407407407407
Session_ID_2265,0,8,3.0,0,1.0,0,0,2,0,1,1,1,0.0,0.1111111111111111
Session_ID_2266,0,7,0.0,0,2.0,0,1,4,0,0,0,1,0.0,0.0
Session_ID_2267,0,63,2.0,50,1.0,1,2,2,1,1,2,0,0.3333333333333333,0.015625
Session_ID_2268,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2269,1,15,3.0,3,0.0,0,0,2,0,6,2,1,0.0,0.375
Session_ID_2270,0,18,5.0,3,1.0,1,1,1,1,3,2,0,0.5,0.15789473684210525
Session_ID_2271,1,4,1.0,0,0.0,0,0,1,0,1,0,1,0.0,0.2
Session_ID_2272,1,29,0.0,0,0.0,0,0,3,0,5,0,1,0.0,0.16666666666666666
Session_ID_2273,0,9,1.0,1,1.0,1,1,1,1,1,0,0,0.5,0.1
Session_ID_2274,0,5,0.0,0,0.0,0,0,2,0,1,0,1,0.0,0.16666666666666666
Session_ID_2275,0,12,4.0,0,0.0,1,1,1,1,2,1,0,0.5,0.15384615384615385
Session_ID_2276,1,4,1.0,0,2.0,0,0,0,0,1,0,1,0.0,0.2
Session_ID_2277,1,6,3.0,0,0.0,0,0,1,0,0,1,1,0.0,0.0
Session_ID_2278,0,11,5.0,0,1.0,0,1,1,0,2,1,1,0.0,0.16666666666666666
Session_ID_2279,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2280,0,15,4.0,1,0.0,1,2,1,1,4,1,0,0.3333333333333333,0.25
Session_ID_2281,1,29,4.0,0,3.0,2,4,10,0,1,1,0,0.4,0.03333333333333333
Session_ID_2282,0,7,1.0,0,3.0,0,0,1,0,1,0,1,0.0,0.125
Session_ID_2283,0,21,1.0,0,2.0,0,2,8,0,2,0,1,0.0,0.09090909090909091
Session_ID_2284,0,10,2.0,0,2.0,0,1,2,0,3,0,1,0.0,0.2727272727272727
Session_ID_2285,0,12,1.0,0,3.0,0,0,0,0,1,0,1,0.0,0.07692307692307693
Session_ID_2286,0,5,3.0,0,1.0,0,0,1,0,0,1,1,0.0,0.0
Session_ID_2287,1,9,4.0,0,1.0,0,0,0,0,2,1,1,0.0,0.2
Session_ID_2288,0,9,4.0,0,2.0,0,0,1,0,2,1,1,0.0,0.2
Session_ID_2289,1,20,2.0,2,2.0,0,5,1,2,6,2,1,0.0,0.2857142857142857
Session_ID_2290,1,66,8.0,49,0.0,0,1,2,0,2,2,1,0.0,0.029850746268656716
Session_ID_2291,1,15,3.0,0,1.0,0,0,3,0,4,1,1,0.0,0.25
Session_ID_2292,0,22,3.0,2,0.0,0,4,2,0,6,2,1,0.0,0.2608695652173913
Session_ID_2293,0,4,0.0,0,1.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_2294,0,7,2.0,0,1.0,0,1,1,0,2,0,1,0.0,0.25
Session_ID_2295,0,84,2.0,0,2.0,1,2,77,0,0,0,0,0.3333333333333333,0.0
Session_ID_2296,0,27,4.0,5,4.0,0,0,2,0,8,2,1,0.0,0.2857142857142857
Session_ID_2297,0,8,1.0,0,0.0,0,1,2,0,4,0,1,0.0,0.4444444444444444
Session_ID_2298,0,15,9.0,1,0.0,0,0,1,0,2,1,1,0.0,0.125
Session_ID_2299,1,9,2.0,4,1.0,0,0,1,0,1,2,1,0.0,0.1
Session_ID_2300,0,31,9.0,0,3.0,0,1,10,0,8,1,1,0.0,0.25
Session_ID_2301,1,2,1.0,0,0.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_2302,0,7,0.0,0,1.0,0,1,0,0,5,0,1,0.0,0.625
Session_ID_2303,0,6,1.0,0,2.0,0,1,0,1,1,0,1,0.0,0.14285714285714285
Session_ID_2304,0,17,1.0,0,0.0,0,4,10,0,0,0,1,0.0,0.0
Session_ID_2305,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2306,0,13,5.0,0,1.0,0,1,1,1,1,1,1,0.0,0.07142857142857142
Session_ID_2307,0,19,8.0,1,2.0,0,0,3,0,4,1,1,0.0,0.2
Session_ID_2308,0,6,1.0,0,0.0,0,1,1,0,3,0,1,0.0,0.42857142857142855
Session_ID_2309,1,7,0.0,0,3.0,0,1,0,0,2,0,1,0.0,0.25
Session_ID_2310,1,3,0.0,0,2.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_2311,1,23,2.0,1,1.0,0,0,7,0,7,0,1,0.0,0.2916666666666667
Session_ID_2312,1,5,1.0,1,0.0,0,0,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_2313,1,3,1.0,0,0.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_2314,1,10,1.0,5,1.0,0,0,1,0,1,2,1,0.0,0.09090909090909091
Session_ID_2315,1,2,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_2316,1,12,5.0,1,1.0,0,0,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_2317,0,15,4.0,5,1.0,1,1,1,1,1,2,0,0.5,0.0625
Session_ID_2318,1,6,3.0,1,0.0,0,0,0,0,1,1,1,0.0,0.14285714285714285
Session_ID_2319,0,5,2.0,1,1.0,0,0,0,0,1,0,1,0.0,0.16666666666666666
Session_ID_2320,1,10,1.0,0,0.0,0,0,0,0,6,0,1,0.0,0.5454545454545454
Session_ID_2321,0,5,0.0,0,1.0,0,0,1,0,3,0,1,0.0,0.5
Session_ID_2322,0,9,4.0,0,1.0,0,0,3,0,1,1,1,0.0,0.1
Session_ID_2323,0,10,4.0,0,1.0,0,0,4,0,0,1,1,0.0,0.0
Session_ID_2324,1,9,1.0,1,1.0,0,2,0,1,3,0,1,0.0,0.3
Session_ID_2325,0,10,3.0,0,1.0,0,0,1,0,4,1,1,0.0,0.36363636363636365
Session_ID_2326,0,6,1.0,0,0.0,0,2,3,0,0,0,1,0.0,0.0
Session_ID_2327,1,5,1.0,0,0.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_2328,0,19,1.0,0,0.0,0,1,13,0,1,0,1,0.0,0.05
Session_ID_2329,1,28,11.0,5,4.0,0,0,3,0,3,2,1,0.0,0.10344827586206896
Session_ID_2330,0,6,1.0,0,2.0,0,1,0,0,2,0,1,0.0,0.2857142857142857
Session_ID_2331,0,14,9.0,0,1.0,0,1,1,0,2,1,1,0.0,0.13333333333333333
Session_ID_2332,0,25,2.0,17,0.0,0,1,3,0,2,2,1,0.0,0.07692307692307693
Session_ID_2333,0,15,5.0,0,2.0,0,0,1,0,3,1,1,0.0,0.1875
Session_ID_2334,0,14,3.0,3,1.0,1,1,1,1,2,2,0,0.5,0.13333333333333333
Session_ID_2335,0,41,8.0,7,4.0,0,2,7,0,12,2,1,0.0,0.2857142857142857
Session_ID_2336,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2337,0,50,21.0,15,1.0,1,1,3,1,4,2,0,0.5,0.0784313725490196
Session_ID_2338,0,11,6.0,0,0.0,1,1,1,1,1,1,0,0.5,0.08333333333333333
Session_ID_2339,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_2340,0,5,0.0,0,0.0,0,1,1,0,3,0,1,0.0,0.5
Session_ID_2341,0,19,8.0,3,0.0,0,2,1,1,3,2,1,0.0,0.15
Session_ID_2342,0,7,1.0,0,2.0,0,2,0,0,2,0,1,0.0,0.25
Session_ID_2343,0,21,7.0,1,2.0,0,2,3,2,2,1,1,0.0,0.09090909090909091
Session_ID_2344,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2345,0,37,11.0,7,6.0,0,1,1,1,9,2,1,0.0,0.23684210526315788
Session_ID_2346,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2347,0,9,4.0,0,2.0,0,0,1,0,1,1,1,0.0,0.1
Session_ID_2348,0,6,0.0,0,0.0,0,3,1,0,2,0,1,0.0,0.2857142857142857
Session_ID_2349,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_2350,0,29,5.0,2,1.0,0,1,4,0,2,2,1,0.0,0.06666666666666667
Session_ID_2351,0,10,1.0,0,1.0,0,2,3,1,1,0,1,0.0,0.09090909090909091
Session_ID_2352,0,2,0.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_2353,0,24,4.0,0,1.0,1,2,14,0,1,1,0,0.3333333333333333,0.04
Session_ID_2354,0,5,1.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_2355,0,17,5.0,6,1.0,0,0,2,0,1,2,1,0.0,0.05555555555555555
Session_ID_2356,0,9,3.0,0,0.0,0,2,3,0,0,1,1,0.0,0.0
Session_ID_2357,0,6,1.0,0,1.0,0,1,0,1,2,0,1,0.0,0.2857142857142857
Session_ID_2358,0,9,1.0,0,0.0,1,1,0,1,4,0,1,0.5,0.4
Session_ID_2359,1,3,1.0,0,1.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_2360,0,18,6.0,3,3.0,0,0,3,0,2,2,1,0.0,0.10526315789473684
Session_ID_2361,0,13,3.0,0,1.0,0,3,2,0,0,1,1,0.0,0.0
Session_ID_2362,0,8,1.0,0,1.0,1,2,1,0,2,0,1,0.3333333333333333,0.2222222222222222
Session_ID_2363,0,5,0.0,0,0.0,0,1,1,0,3,0,1,0.0,0.5
Session_ID_2364,0,16,5.0,0,0.0,0,3,7,0,1,1,1,0.0,0.058823529411764705
Session_ID_2365,1,2,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_2366,1,39,22.0,5,2.0,0,0,2,0,7,2,1,0.0,0.175
Session_ID_2367,0,9,0.0,0,0.0,0,2,2,0,3,0,1,0.0,0.3
Session_ID_2368,0,9,1.0,0,0.0,0,1,5,0,1,0,1,0.0,0.1
Session_ID_2369,0,17,0.0,0,4.0,0,1,3,0,2,0,1,0.0,0.1111111111111111
Session_ID_2370,1,8,0.0,0,0.0,0,0,1,0,3,0,1,0.0,0.3333333333333333
Session_ID_2371,0,5,2.0,0,1.0,0,0,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2372,0,2,0.0,0,1.0,0,0,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_2373,1,11,3.0,4,0.0,0,1,1,0,2,2,1,0.0,0.16666666666666666
Session_ID_2374,0,14,6.0,0,1.0,0,1,1,1,4,1,1,0.0,0.26666666666666666
Session_ID_2375,0,3,0.0,0,1.0,0,1,0,0,0,0,1,0.0,0.0
Session_ID_2376,0,8,2.0,0,2.0,0,1,0,0,3,0,1,0.0,0.3333333333333333
Session_ID_2377,0,9,1.0,0,1.0,1,3,0,1,2,0,0,0.25,0.2
Session_ID_2378,0,28,10.0,7,5.0,0,1,1,1,2,2,1,0.0,0.06896551724137931
Session_ID_2379,0,6,2.0,0,0.0,0,1,1,0,2,0,1,0.0,0.2857142857142857
Session_ID_2380,0,16,5.0,0,1.0,0,0,2,0,5,1,1,0.0,0.29411764705882354
Session_ID_2381,0,5,1.0,0,0.0,0,0,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2382,0,5,1.0,0,2.0,0,0,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2383,1,13,8.0,0,2.0,0,0,1,0,1,1,1,0.0,0.07142857142857142
Session_ID_2384,1,15,7.0,0,8.0,0,0,0,0,0,1,1,0.0,0.0
Session_ID_2385,1,6,1.0,0,0.0,0,0,1,0,1,0,1,0.0,0.14285714285714285
Session_ID_2386,0,11,3.0,1,1.0,0,2,0,0,1,1,1,0.0,0.08333333333333333
Session_ID_2387,0,9,0.0,0,1.0,0,0,2,0,2,0,1,0.0,0.2
Session_ID_2388,1,7,4.0,0,1.0,0,0,1,0,1,1,1,0.0,0.125
Session_ID_2389,0,54,11.0,7,6.0,0,9,4,0,5,2,1,0.0,0.09090909090909091
Session_ID_2390,0,2,0.0,0,2.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_2391,1,8,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0.0
Session_ID_2392,0,4,0.0,0,0.0,0,1,0,1,2,0,1,0.0,0.4
Session_ID_2393,0,20,10.0,1,1.0,1,2,1,0,4,1,0,0.3333333333333333,0.19047619047619047
Session_ID_2394,0,5,0.0,0,1.0,1,2,0,0,0,0,0,0.3333333333333333,0.0
Session_ID_2395,1,57,13.0,1,3.0,1,2,8,0,5,1,0,0.3333333333333333,0.08620689655172414
Session_ID_2396,0,27,20.0,0,2.0,0,1,2,0,2,1,1,0.0,0.07142857142857142
Session_ID_2397,0,14,9.0,0,0.0,0,1,1,0,3,1,1,0.0,0.2
Session_ID_2398,0,6,2.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_2399,0,7,5.0,0,0.0,0,1,1,0,0,1,1,0.0,0.0
Session_ID_2400,0,19,4.0,0,1.0,1,1,10,0,0,1,0,0.5,0.0
Session_ID_2401,0,10,1.0,0,1.0,0,4,1,0,0,0,1,0.0,0.0
Session_ID_2402,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2403,0,4,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.4
Session_ID_2404,0,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_2405,0,10,2.0,0,4.0,0,0,1,0,2,0,1,0.0,0.18181818181818182
Session_ID_2406,0,17,8.0,0,2.0,1,1,1,1,2,1,1,0.5,0.1111111111111111
Session_ID_2407,0,15,6.0,0,2.0,0,4,1,0,2,1,1,0.0,0.125
Session_ID_2408,0,10,4.0,0,0.0,1,1,1,1,2,1,1,0.5,0.18181818181818182
Session_ID_2409,1,13,1.0,0,3.0,0,2,7,0,0,0,1,0.0,0.0
Session_ID_2410,1,8,0.0,0,2.0,0,0,1,0,2,0,1,0.0,0.2222222222222222
Session_ID_2411,0,27,5.0,2,2.0,0,1,3,1,7,2,1,0.0,0.25
Session_ID_2412,0,7,1.0,0,0.0,0,1,4,0,1,0,1,0.0,0.125
Session_ID_2413,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_2414,0,11,2.0,0,2.0,0,1,1,0,5,0,1,0.0,0.4166666666666667
Session_ID_2415,0,6,1.0,0,0.0,0,1,3,0,1,0,1,0.0,0.14285714285714285
Session_ID_2416,0,7,3.0,0,1.0,0,1,0,0,2,1,1,0.0,0.25
Session_ID_2417,0,12,6.0,0,0.0,1,1,1,1,2,1,0,0.5,0.15384615384615385
Session_ID_2418,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2419,0,13,5.0,0,3.0,0,1,2,0,1,1,1,0.0,0.07142857142857142
Session_ID_2420,0,8,1.0,0,0.0,0,1,5,0,1,0,1,0.0,0.1111111111111111
Session_ID_2421,0,7,2.0,0,1.0,0,1,1,0,2,0,1,0.0,0.25
Session_ID_2422,0,13,0.0,0,3.0,0,3,7,0,0,0,1,0.0,0.0
Session_ID_2423,0,6,1.0,0,0.0,1,1,1,1,0,0,1,0.5,0.0
Session_ID_2424,0,40,5.0,2,3.0,2,1,8,1,12,2,0,1.0,0.2926829268292683
Session_ID_2425,0,14,5.0,1,1.0,1,1,2,1,2,1,0,0.5,0.13333333333333333
Session_ID_2426,0,16,14.0,0,0.0,0,1,14,1,1,1,1,0.0,0.058823529411764705
Session_ID_2427,1,6,2.0,0,2.0,0,1,0,0,1,0,1,0.0,0.14285714285714285
Session_ID_2428,0,12,0.0,0,0.0,1,1,1,0,5,0,0,0.5,0.38461538461538464
Session_ID_2429,0,9,1.0,0,3.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_2430,0,4,1.0,0,0.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_2431,0,7,2.0,0,1.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_2432,0,14,6.0,0,2.0,1,2,1,2,0,1,0,0.3333333333333333,0.0
Session_ID_2433,1,6,2.0,0,1.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_2434,0,5,1.0,0,2.0,0,1,0,0,1,0,1,0.0,0.16666666666666666
Session_ID_2435,0,10,1.0,0,1.0,1,3,0,0,0,0,1,0.25,0.0
Session_ID_2436,0,17,2.0,0,4.0,0,0,6,0,0,0,1,0.0,0.0
Session_ID_2437,0,24,3.0,3,3.0,0,2,4,1,5,2,1,0.0,0.2
Session_ID_2438,0,20,1.0,5,2.0,0,0,3,0,8,2,1,0.0,0.38095238095238093
Session_ID_2439,0,10,4.0,0,1.0,0,1,2,0,2,1,1,0.0,0.18181818181818182
Session_ID_2440,0,8,3.0,0,0.0,0,1,1,1,2,1,1,0.0,0.2222222222222222
Session_ID_2441,0,20,16.0,0,0.0,0,1,1,0,2,1,1,0.0,0.09523809523809523
Session_ID_2442,0,20,8.0,7,1.0,0,0,2,0,1,2,1,0.0,0.047619047619047616
Session_ID_2443,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_2444,0,3,0.0,0,0.0,0,2,0,0,1,0,1,0.0,0.25
Session_ID_2445,0,31,21.0,0,0.0,2,1,1,1,4,1,0,1.0,0.125
Session_ID_2446,0,23,4.0,1,4.0,1,3,0,0,8,1,0,0.25,0.3333333333333333
Session_ID_2447,0,5,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2448,0,3,0.0,0,1.0,0,1,0,1,0,0,1,0.0,0.0
Session_ID_2449,0,5,0.0,0,2.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2450,1,13,3.0,6,0.0,0,1,1,1,1,2,1,0.0,0.07142857142857142
Session_ID_2451,1,16,5.0,0,5.0,0,0,2,0,3,1,1,0.0,0.17647058823529413
Session_ID_2452,1,5,3.0,0,0.0,0,0,1,0,1,1,1,0.0,0.16666666666666666
Session_ID_2453,0,12,8.0,0,0.0,0,1,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_2454,0,3,0.0,0,0.0,0,1,1,0,1,0,1,0.0,0.25
Session_ID_2455,0,9,3.0,0,1.0,0,1,3,0,1,1,1,0.0,0.1
Session_ID_2456,1,7,1.0,0,0.0,0,0,1,0,2,0,1,0.0,0.25
Session_ID_2457,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_2458,1,3,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_2459,1,10,0.0,0,1.0,0,0,6,0,0,0,1,0.0,0.0
Session_ID_2460,0,9,1.0,1,0.0,0,2,1,2,2,0,1,0.0,0.2
Session_ID_2461,0,18,7.0,0,1.0,1,1,1,1,3,1,0,0.5,0.15789473684210525
Session_ID_2462,0,16,5.0,6,1.0,0,0,2,0,0,2,1,0.0,0.0
Session_ID_2463,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_2464,0,4,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.4
Session_ID_2465,0,6,0.0,0,1.0,0,1,3,0,1,0,1,0.0,0.14285714285714285
Session_ID_2466,1,47,0.0,0,4.0,0,1,0,0,4,0,1,0.0,0.08333333333333333
Session_ID_2467,0,8,1.0,0,2.0,0,2,0,0,3,0,1,0.0,0.3333333333333333
Session_ID_2468,0,58,6.0,0,3.0,0,2,8,0,24,1,1,0.0,0.4067796610169492
Session_ID_2469,0,7,1.0,0,0.0,0,1,3,0,1,0,1,0.0,0.125
Session_ID_2470,1,31,9.0,0,5.0,1,2,14,0,0,1,0,0.3333333333333333,0.0
Session_ID_2471,0,15,6.0,0,1.0,0,1,3,0,3,1,1,0.0,0.1875
Session_ID_2472,0,8,0.0,0,2.0,0,2,4,0,0,0,1,0.0,0.0
Session_ID_2473,0,19,8.0,0,1.0,1,2,0,0,4,1,0,0.3333333333333333,0.2
Session_ID_2474,1,9,3.0,1,0.0,0,0,2,0,1,1,1,0.0,0.1
Session_ID_2475,1,9,2.0,2,0.0,0,1,0,1,2,2,1,0.0,0.2
Session_ID_2476,0,10,6.0,0,0.0,0,1,2,0,1,1,1,0.0,0.09090909090909091
Session_ID_2477,0,7,0.0,0,0.0,0,0,1,0,4,0,1,0.0,0.5
Session_ID_2478,0,17,8.0,1,1.0,1,2,3,0,0,1,0,0.3333333333333333,0.0
Session_ID_2479,0,7,4.0,0,1.0,0,0,1,0,1,1,1,0.0,0.125
Session_ID_2480,0,9,4.0,0,2.0,0,0,2,0,0,1,1,0.0,0.0
Session_ID_2481,1,13,3.0,3,2.0,0,0,0,0,4,2,1,0.0,0.2857142857142857
Session_ID_2482,0,18,11.0,0,2.0,0,1,3,0,1,1,1,0.0,0.05263157894736842
Session_ID_2483,0,10,0.0,0,2.0,1,2,1,0,2,0,0,0.3333333333333333,0.18181818181818182
Session_ID_2484,0,24,6.0,7,3.0,0,0,2,0,5,2,1,0.0,0.2
Session_ID_2485,0,26,6.0,7,2.0,1,1,2,1,5,2,0,0.5,0.18518518518518517
Session_ID_2486,1,16,4.0,0,4.0,0,1,0,0,2,1,1,0.0,0.11764705882352941
Session_ID_2487,0,5,1.0,0,1.0,0,2,0,0,0,0,1,0.0,0.0
Session_ID_2488,0,52,12.0,0,11.0,0,2,19,0,0,1,1,0.0,0.0
Session_ID_2489,0,11,0.0,0,2.0,0,6,3,0,0,0,1,0.0,0.0
Session_ID_2490,0,14,8.0,0,1.0,0,1,2,0,2,1,1,0.0,0.13333333333333333
Session_ID_2491,1,28,6.0,6,3.0,0,1,3,0,5,2,1,0.0,0.1724137931034483
Session_ID_2492,0,15,5.0,1,2.0,0,1,0,1,5,1,1,0.0,0.3125
Session_ID_2493,1,11,1.0,2,0.0,0,1,1,0,4,0,1,0.0,0.3333333333333333
Session_ID_2494,0,6,1.0,0,1.0,0,0,1,0,1,0,1,0.0,0.14285714285714285
Session_ID_2495,0,7,2.0,0,1.0,0,1,1,0,2,0,1,0.0,0.25
Session_ID_2496,0,9,0.0,0,2.0,0,1,5,0,1,0,1,0.0,0.1
Session_ID_2497,0,5,2.0,0,0.0,0,2,1,0,0,0,1,0.0,0.0
Session_ID_2498,0,7,1.0,0,2.0,0,1,0,0,3,0,1,0.0,0.375
Session_ID_2499,0,12,3.0,0,0.0,0,1,7,0,0,1,1,0.0,0.0
Session_ID_2500,1,21,6.0,4,1.0,0,0,1,0,5,2,1,0.0,0.22727272727272727
Session_ID_2501,0,10,2.0,0,1.0,1,1,1,1,1,0,1,0.5,0.09090909090909091
Session_ID_2502,0,5,1.0,0,0.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_2503,0,15,3.0,0,2.0,0,1,1,1,6,1,1,0.0,0.375
Session_ID_2504,1,20,2.0,0,6.0,0,6,1,0,5,0,1,0.0,0.23809523809523808
Session_ID_2505,0,18,7.0,1,2.0,0,2,2,0,3,1,1,0.0,0.15789473684210525
Session_ID_2506,0,22,5.0,1,0.0,0,2,1,1,9,1,1,0.0,0.391304347826087
Session_ID_2507,1,21,7.0,11,0.0,0,0,0,0,0,2,1,0.0,0.0
Session_ID_2508,0,2,0.0,0,1.0,0,0,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_2509,1,10,5.0,1,0.0,0,0,2,0,1,1,1,0.0,0.09090909090909091
Session_ID_2510,0,10,3.0,0,0.0,0,0,1,0,3,1,1,0.0,0.2727272727272727
Session_ID_2511,1,30,5.0,6,7.0,0,0,2,0,8,2,1,0.0,0.25806451612903225
Session_ID_2512,0,10,1.0,0,1.0,0,1,1,0,1,0,1,0.0,0.09090909090909091
Session_ID_2513,0,20,0.0,0,2.0,0,3,15,0,0,0,1,0.0,0.0
Session_ID_2514,0,12,8.0,0,0.0,0,1,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_2515,0,3,0.0,0,1.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_2516,1,1,0.0,0,0.0,0,1,0,0,0,0,1,0.0,0.0
Session_ID_2517,0,7,2.0,0,1.0,0,0,3,0,1,0,1,0.0,0.125
Session_ID_2518,0,132,26.0,0,3.0,0,2,89,0,0,1,1,0.0,0.0
Session_ID_2519,0,8,4.0,0,0.0,0,0,2,0,1,1,1,0.0,0.1111111111111111
Session_ID_2520,0,8,3.0,0,1.0,0,2,1,0,0,1,1,0.0,0.0
Session_ID_2521,0,23,6.0,0,2.0,0,1,2,1,2,1,1,0.0,0.08333333333333333
Session_ID_2522,0,34,7.0,0,1.0,1,2,7,0,0,1,0,0.3333333333333333,0.0
Session_ID_2523,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_2524,0,7,1.0,0,0.0,0,2,4,0,0,0,1,0.0,0.0
Session_ID_2525,1,13,3.0,4,1.0,0,0,0,0,3,2,1,0.0,0.21428571428571427
Session_ID_2526,0,5,0.0,0,1.0,0,0,1,0,3,0,1,0.0,0.5
Session_ID_2527,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_2528,0,16,10.0,0,1.0,0,0,3,0,1,1,1,0.0,0.058823529411764705
Session_ID_2529,0,11,6.0,0,0.0,0,1,1,1,2,1,1,0.0,0.16666666666666666
Session_ID_2530,0,25,3.0,2,1.0,1,1,3,1,10,2,0,0.5,0.38461538461538464
Session_ID_2531,1,9,5.0,0,0.0,0,0,1,0,2,1,1,0.0,0.2
Session_ID_2532,0,20,2.0,0,3.0,0,0,5,0,7,0,1,0.0,0.3333333333333333
Session_ID_2533,0,17,5.0,0,3.0,1,2,2,0,0,1,0,0.3333333333333333,0.0
Session_ID_2534,0,13,6.0,0,1.0,0,1,2,0,2,1,1,0.0,0.14285714285714285
Session_ID_2535,0,13,0.0,0,1.0,1,2,2,0,2,0,0,0.3333333333333333,0.14285714285714285
Session_ID_2536,1,9,5.0,0,0.0,1,1,2,0,0,1,0,0.5,0.0
Session_ID_2537,0,20,14.0,0,0.0,0,1,1,0,3,1,1,0.0,0.14285714285714285
Session_ID_2538,1,8,3.0,0,0.0,0,0,1,0,2,1,1,0.0,0.2222222222222222
Session_ID_2539,0,15,1.0,0,0.0,0,4,7,0,2,0,1,0.0,0.125
Session_ID_2540,0,12,1.0,0,4.0,0,3,3,0,0,0,1,0.0,0.0
Session_ID_2541,0,35,1.0,0,3.0,0,1,24,0,1,0,1,0.0,0.027777777777777776
Session_ID_2542,1,16,6.0,0,0.0,0,1,5,0,0,1,1,0.0,0.0
Session_ID_2543,0,2,0.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_2544,0,8,0.0,0,1.0,0,1,5,0,0,0,1,0.0,0.0
Session_ID_2545,0,4,0.0,0,1.0,0,1,0,1,1,0,1,0.0,0.2
Session_ID_2546,0,10,3.0,0,3.0,0,0,4,0,0,1,1,0.0,0.0
Session_ID_2547,1,3,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_2548,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_2549,0,9,4.0,0,1.0,0,1,1,0,2,1,1,0.0,0.2
Session_ID_2550,1,11,3.0,1,2.0,0,1,1,0,3,1,1,0.0,0.25
